year,make,fuel_type,number
2005,ALFA ROMEO,Unknown,914.0
2005,ASTON MARTIN,Unknown,23.0
2005,AUDI,Unknown,2025.0
2005,AUSTIN,Unknown,137.0
2005,B.M.W.,Unknown,15351.0
2005,BENTLEY,Unknown,68.0
2005,CADILLAC,Unknown,7.0
2005,CHEVROLET,Unknown,3699.0
2005,CHRYSLER,Unknown,422.0
2005,CITROEN,Unknown,696.0
2005,DAEWOO,Unknown,817.0
2005,DAIHATSU,Unknown,2065.0
2005,DAIMLER,Unknown,30.0
2005,DATSUN,Unknown,129.0
2005,FERRARI,Unknown,166.0
2005,FIAT,Unknown,382.0
2005,FORD,Unknown,7243.0
2005,HOLDEN,Unknown,6.0
2005,HONDA,Unknown,47816.0
2005,HYUNDAI,Unknown,41650.0
2005,ISUZU,Unknown,20.0
2005,JAGUAR,Unknown,1952.0
2005,JEEP,Unknown,41.0
2005,KIA,Unknown,12079.0
2005,LAMBORGHINI,Unknown,53.0
2005,LANCIA,Unknown,6.0
2005,LAND ROVER,Unknown,280.0
2005,LOTUS,Unknown,64.0
2005,M.G.,Unknown,108.0
2005,MASERATI,Unknown,78.0
2005,MAZDA,Unknown,19998.0
2005,MERCEDES BENZ,Unknown,27230.0
2005,MG-F,Unknown,9.0
2005,MINI,Unknown,547.0
2005,MINI MAYFAIR,Unknown,5.0
2005,MITSUBISHI,Unknown,29416.0
2005,MORGAN,Unknown,6.0
2005,MORRIS,Unknown,93.0
2005,NISSAN,Unknown,65368.0
2005,OPEL,Unknown,2319.0
2005,OTHERS 2,Unknown,50.0
2005,PANTHER,Unknown,7.0
2005,PERODUA,Unknown,1060.0
2005,PEUGEOT,Unknown,2033.0
2005,PORSCHE,Unknown,763.0
2005,PROTON,Unknown,4612.0
2005,RENAULT,Unknown,3430.0
2005,ROLLS ROYCE,Unknown,104.0
2005,ROVER,Unknown,416.0
2005,SAAB,Unknown,1597.0
2005,SEAT,Unknown,233.0
2005,SKODA,Unknown,425.0
2005,SSANGYONG,Unknown,93.0
2005,SUBARU,Unknown,6351.0
2005,SUNBEAM,Unknown,8.0
2005,SUZUKI,Unknown,7200.0
2005,TOYOTA,Unknown,120560.0
2005,TRIUMPH,Unknown,34.0
2005,VOLKSWAGEN,Unknown,2923.0
2005,VOLVO,Unknown,5366.0
2006,ALFA ROMEO,Unknown,866.0
2006,ASTON MARTIN,Unknown,34.0
2006,AUDI,Unknown,2386.0
2006,AUSTIN,Unknown,155.0
2006,B.M.W.,Unknown,16527.0
2006,BENTLEY,Unknown,103.0
2006,CADILLAC,Unknown,5.0
2006,CHERY,Unknown,269.0
2006,CHEVROLET,Unknown,6251.0
2006,CHRYSLER,Unknown,576.0
2006,CITROEN,Unknown,514.0
2006,DAEWOO,Unknown,487.0
2006,DAIHATSU,Unknown,1769.0
2006,DAIMLER,Unknown,24.0
2006,DATSUN,Unknown,21.0
2006,DODGE,Unknown,6.0
2006,FERRARI,Unknown,178.0
2006,FIAT,Unknown,770.0
2006,FORD,Unknown,6036.0
2006,GEELY,Unknown,19.0
2006,HOLDEN,Unknown,5.0
2006,HONDA,Unknown,53792.0
2006,HYUNDAI,Unknown,45393.0
2006,ISUZU,Unknown,19.0
2006,JAGUAR,Unknown,1862.0
2006,JEEP,Unknown,63.0
2006,KIA,Unknown,15558.0
2006,LAMBORGHINI,Unknown,80.0
2006,LANCIA,Unknown,6.0
2006,LAND ROVER,Unknown,257.0
2006,LOTUS,Unknown,70.0
2006,M.G.,Unknown,130.0
2006,MASERATI,Unknown,105.0
2006,MAZDA,Unknown,21161.0
2006,MERCEDES BENZ,Unknown,25150.0
2006,MG-F,Unknown,9.0
2006,MINI,Unknown,744.0
2006,MINI MAYFAIR,Unknown,5.0
2006,MITSUBISHI,Unknown,31264.0
2006,MORGAN,Unknown,6.0
2006,MORRIS,Unknown,99.0
2006,NISSAN,Unknown,64904.0
2006,OPEL,Unknown,2142.0
2006,OTHERS 2,Unknown,64.0
2006,PANTHER,Unknown,7.0
2006,PERODUA,Unknown,1446.0
2006,PEUGEOT,Unknown,2202.0
2006,PORSCHE,Unknown,912.0
2006,PROTON,Unknown,4630.0
2006,RENAULT,Unknown,3139.0
2006,ROLLS ROYCE,Unknown,116.0
2006,ROVER,Unknown,212.0
2006,SAAB,Unknown,1588.0
2006,SEAT,Unknown,113.0
2006,SKODA,Unknown,372.0
2006,SSANGYONG,Unknown,133.0
2006,SUBARU,Unknown,7600.0
2006,SUNBEAM,Unknown,8.0
2006,SUZUKI,Unknown,8201.0
2006,TD CARS,Unknown,5.0
2006,TOYOTA,Unknown,135799.0
2006,TRIUMPH,Unknown,34.0
2006,VOLKSWAGEN,Unknown,2900.0
2006,VOLVO,Unknown,5416.0
2007,ALFA ROMEO,Unknown,900.0
2007,ASTON MARTIN,Unknown,54.0
2007,AUDI,Unknown,3115.0
2007,AUSTIN,Unknown,155.0
2007,B.M.W.,Unknown,18321.0
2007,BENTLEY,Unknown,138.0
2007,CADILLAC,Unknown,5.0
2007,CHERY,Unknown,906.0
2007,CHEVROLET,Unknown,8161.0
2007,CHRYSLER,Unknown,670.0
2007,CITROEN,Unknown,615.0
2007,DAEWOO,Unknown,286.0
2007,DAIHATSU,Unknown,2044.0
2007,DAIMLER,Unknown,22.0
2007,DATSUN,Unknown,17.0
2007,DODGE,Unknown,39.0
2007,DONGFENG,Unknown,33.0
2007,FERRARI,Unknown,221.0
2007,FIAT,Unknown,1404.0
2007,FORD,Unknown,4878.0
2007,GEELY,Unknown,523.0
2007,HAFEI,Unknown,168.0
2007,HOLDEN,Unknown,7.0
2007,HONDA,Unknown,67830.0
2007,HYUNDAI,Unknown,44798.0
2007,ISUZU,Unknown,18.0
2007,JAGUAR,Unknown,1826.0
2007,JEEP,Unknown,86.0
2007,KIA,Unknown,16591.0
2007,LAMBORGHINI,Unknown,110.0
2007,LANCIA,Unknown,6.0
2007,LAND ROVER,Unknown,249.0
2007,LOTUS,Unknown,75.0
2007,M.G.,Unknown,127.0
2007,MASERATI,Unknown,143.0
2007,MAZDA,Unknown,22495.0
2007,MERCEDES BENZ,Unknown,24999.0
2007,MG-F,Unknown,9.0
2007,MINI,Unknown,984.0
2007,MINI MAYFAIR,Unknown,5.0
2007,MITSUBISHI,Unknown,34542.0
2007,MITSUOKA,Unknown,26.0
2007,MORGAN,Unknown,6.0
2007,MORRIS,Unknown,99.0
2007,NISSAN,Unknown,64507.0
2007,OPEL,Unknown,2082.0
2007,OTHERS 2,Unknown,62.0
2007,PANTHER,Unknown,7.0
2007,PERODUA,Unknown,1905.0
2007,PEUGEOT,Unknown,2387.0
2007,PORSCHE,Unknown,1242.0
2007,PROTON,Unknown,4642.0
2007,RENAULT,Unknown,3019.0
2007,ROLLS ROYCE,Unknown,116.0
2007,ROVER,Unknown,122.0
2007,SAAB,Unknown,1574.0
2007,SEAT,Unknown,62.0
2007,SKODA,Unknown,323.0
2007,SSANGYONG,Unknown,196.0
2007,SUBARU,Unknown,9949.0
2007,SUNBEAM,Unknown,8.0
2007,SUZUKI,Unknown,11263.0
2007,TD CARS,Unknown,5.0
2007,TOYOTA,Unknown,146597.0
2007,TRIUMPH,Unknown,33.0
2007,VOLKSWAGEN,Unknown,3475.0
2007,VOLVO,Unknown,5759.0
2008,ALFA ROMEO,Unknown,858.0
2008,ASTON MARTIN,Unknown,77.0
2008,AUDI,Unknown,4223.0
2008,AUSTIN,Unknown,154.0
2008,B.M.W.,Unknown,20434.0
2008,BENTLEY,Unknown,179.0
2008,CHANA,Unknown,39.0
2008,CHERY,Unknown,1466.0
2008,CHEVROLET,Unknown,8951.0
2008,CHRYSLER,Unknown,698.0
2008,CITROEN,Unknown,730.0
2008,DAEWOO,Unknown,175.0
2008,DAIHATSU,Unknown,2538.0
2008,DAIMLER,Unknown,22.0
2008,DATSUN,Unknown,16.0
2008,DODGE,Unknown,46.0
2008,DONGFENG,Unknown,64.0
2008,FERRARI,Unknown,264.0
2008,FIAT,Unknown,1775.0
2008,FORD,Unknown,4045.0
2008,GEELY,Unknown,697.0
2008,GOLDEN DRAGON,Unknown,5.0
2008,HAFEI,Unknown,297.0
2008,HOLDEN,Unknown,7.0
2008,HONDA,Unknown,85768.0
2008,HYUNDAI,Unknown,41708.0
2008,ISUZU,Unknown,17.0
2008,JAGUAR,Unknown,1851.0
2008,JEEP,Unknown,108.0
2008,KIA,Unknown,16927.0
2008,LAMBORGHINI,Unknown,156.0
2008,LAND ROVER,Unknown,259.0
2008,LOTUS,Unknown,94.0
2008,M.G.,Unknown,125.0
2008,MASERATI,Unknown,227.0
2008,MAZDA,Unknown,22647.0
2008,MERCEDES BENZ,Unknown,25896.0
2008,MG-F,Unknown,9.0
2008,MINI,Unknown,1227.0
2008,MINI MAYFAIR,Unknown,5.0
2008,MITSUBISHI,Unknown,36805.0
2008,MITSUOKA,Unknown,31.0
2008,MORGAN,Unknown,7.0
2008,MORRIS,Unknown,100.0
2008,NAZA,Unknown,27.0
2008,NISSAN,Unknown,61701.0
2008,OPEL,Unknown,1965.0
2008,OTHERS 2,Unknown,73.0
2008,PANTHER,Unknown,7.0
2008,PERODUA,Unknown,2193.0
2008,PEUGEOT,Unknown,2476.0
2008,PORSCHE,Unknown,1554.0
2008,PROTON,Unknown,4486.0
2008,RENAULT,Unknown,2798.0
2008,ROLLS ROYCE,Unknown,127.0
2008,ROVER,Unknown,75.0
2008,SAAB,Unknown,1499.0
2008,SEAT,Unknown,44.0
2008,SKODA,Unknown,273.0
2008,SSANGYONG,Unknown,308.0
2008,SUBARU,Unknown,12446.0
2008,SUNBEAM,Unknown,8.0
2008,SUZUKI,Unknown,13641.0
2008,TD CARS,Unknown,5.0
2008,TOYOTA,Unknown,154948.0
2008,TRIUMPH,Unknown,33.0
2008,VOLKSWAGEN,Unknown,4474.0
2008,VOLVO,Unknown,5899.0
2008,WULING,Unknown,53.0
2008,ZOTYE,Unknown,6.0
2009,ALFA ROMEO,Unknown,886.0
2009,ASTON MARTIN,Unknown,100.0
2009,AUDI,Unknown,5590.0
2009,AUSTIN,Unknown,154.0
2009,B.M.W.,Unknown,22871.0
2009,BENTLEY,Unknown,219.0
2009,CHANA,Unknown,66.0
2009,CHERY,Unknown,1687.0
2009,CHEVROLET,Unknown,9973.0
2009,CHRYSLER,Unknown,696.0
2009,CITROEN,Unknown,948.0
2009,DAEWOO,Unknown,115.0
2009,DAIHATSU,Unknown,2577.0
2009,DAIMLER,Unknown,21.0
2009,DATSUN,Unknown,13.0
2009,DODGE,Unknown,45.0
2009,DONGFENG,Unknown,97.0
2009,FERRARI,Unknown,294.0
2009,FIAT,Unknown,2032.0
2009,FORD,Unknown,3788.0
2009,GEELY,Unknown,763.0
2009,GOLDEN DRAGON,Unknown,6.0
2009,HAFEI,Unknown,326.0
2009,HOLDEN,Unknown,7.0
2009,HONDA,Unknown,90861.0
2009,HUMMER,Unknown,17.0
2009,HYUNDAI,Unknown,43907.0
2009,ISUZU,Unknown,14.0
2009,JAGUAR,Unknown,1888.0
2009,JEEP,Unknown,117.0
2009,KIA,Unknown,19899.0
2009,LAMBORGHINI,Unknown,201.0
2009,LANCIA,Unknown,5.0
2009,LAND ROVER,Unknown,305.0
2009,LOTUS,Unknown,101.0
2009,M.G.,Unknown,121.0
2009,MASERATI,Unknown,300.0
2009,MAZDA,Unknown,22334.0
2009,MERCEDES BENZ,Unknown,27621.0
2009,MG-F,Unknown,8.0
2009,MINI,Unknown,1384.0
2009,MINI MAYFAIR,Unknown,5.0
2009,MITSUBISHI,Unknown,36846.0
2009,MITSUOKA,Unknown,30.0
2009,MORGAN,Unknown,8.0
2009,MORRIS,Unknown,101.0
2009,NAZA,Unknown,28.0
2009,NISSAN,Unknown,59590.0
2009,OPEL,Unknown,1830.0
2009,OTHERS 2,Unknown,68.0
2009,PANTHER,Unknown,7.0
2009,PERODUA,Unknown,2408.0
2009,PEUGEOT,Unknown,2645.0
2009,PORSCHE,Unknown,1822.0
2009,PROTON,Unknown,4462.0
2009,RENAULT,Unknown,2661.0
2009,ROLLS ROYCE,Unknown,138.0
2009,ROVER,Unknown,54.0
2009,SAAB,Unknown,1365.0
2009,SEAT,Unknown,26.0
2009,SKODA,Unknown,341.0
2009,SSANGYONG,Unknown,350.0
2009,SUBARU,Unknown,13463.0
2009,SUNBEAM,Unknown,8.0
2009,SUZUKI,Unknown,14592.0
2009,TD CARS,Unknown,6.0
2009,TOYOTA,Unknown,161074.0
2009,TRIUMPH,Unknown,33.0
2009,VOLKSWAGEN,Unknown,6780.0
2009,VOLVO,Unknown,6165.0
2009,WULING,Unknown,61.0
2009,ZOTYE,Unknown,47.0
2010,ALFA ROMEO,Unknown,924.0
2010,ASTON MARTIN,Unknown,134.0
2010,AUDI,Unknown,7645.0
2010,AUSTIN,Unknown,152.0
2010,B.M.W.,Unknown,26411.0
2010,BENTLEY,Unknown,268.0
2010,CHANA,Unknown,66.0
2010,CHERY,Unknown,1759.0
2010,CHEVROLET,Unknown,10653.0
2010,CHRYSLER,Unknown,661.0
2010,CITROEN,Unknown,1275.0
2010,DAEWOO,Unknown,77.0
2010,DAIHATSU,Unknown,2557.0
2010,DAIMLER,Unknown,20.0
2010,DATSUN,Unknown,13.0
2010,DODGE,Unknown,51.0
2010,DONGFENG,Unknown,103.0
2010,FERRARI,Unknown,360.0
2010,FIAT,Unknown,2246.0
2010,FORD,Unknown,3762.0
2010,GEELY,Unknown,770.0
2010,GOLDEN DRAGON,Unknown,6.0
2010,HAFEI,Unknown,333.0
2010,HOLDEN,Unknown,7.0
2010,HONDA,Unknown,91494.0
2010,HUMMER,Unknown,23.0
2010,HYUNDAI,Unknown,44031.0
2010,ISUZU,Unknown,9.0
2010,JAGUAR,Unknown,2062.0
2010,JEEP,Unknown,132.0
2010,KIA,Unknown,22285.0
2010,LAMBORGHINI,Unknown,250.0
2010,LANCIA,Unknown,5.0
2010,LAND ROVER,Unknown,392.0
2010,LOTUS,Unknown,115.0
2010,M.G.,Unknown,121.0
2010,MASERATI,Unknown,382.0
2010,MAZDA,Unknown,22527.0
2010,MERCEDES BENZ,Unknown,30467.0
2010,MG-F,Unknown,8.0
2010,MINI,Unknown,1656.0
2010,MINI MAYFAIR,Unknown,5.0
2010,MITSUBISHI,Unknown,36412.0
2010,MITSUOKA,Unknown,38.0
2010,MORGAN,Unknown,8.0
2010,MORRIS,Unknown,98.0
2010,NAZA,Unknown,31.0
2010,NISSAN,Unknown,58442.0
2010,OPEL,Unknown,1794.0
2010,OTHERS 2,Unknown,70.0
2010,PANTHER,Unknown,7.0
2010,PERODUA,Unknown,2535.0
2010,PEUGEOT,Unknown,2739.0
2010,PORSCHE,Unknown,2250.0
2010,PROTON,Unknown,4467.0
2010,RENAULT,Unknown,2574.0
2010,ROLLS ROYCE,Unknown,172.0
2010,ROVER,Unknown,39.0
2010,SAAB,Unknown,1250.0
2010,SEAT,Unknown,14.0
2010,SKODA,Unknown,424.0
2010,SSANGYONG,Unknown,358.0
2010,SUBARU,Unknown,13929.0
2010,SUNBEAM,Unknown,8.0
2010,SUZUKI,Unknown,14863.0
2010,TD CARS,Unknown,7.0
2010,TOYOTA,Unknown,162125.0
2010,TRIUMPH,Unknown,33.0
2010,VOLKSWAGEN,Unknown,10123.0
2010,VOLVO,Unknown,6607.0
2010,WULING,Unknown,60.0
2010,ZOTYE,Unknown,52.0
2011,ALFA ROMEO,Unknown,925.0
2011,ASTON MARTIN,Unknown,158.0
2011,AUDI,Unknown,9641.0
2011,AUSTIN,Unknown,148.0
2011,B.M.W.,Unknown,30496.0
2011,BENTLEY,Unknown,324.0
2011,CHANA,Unknown,66.0
2011,CHERY,Unknown,1758.0
2011,CHEVROLET,Unknown,11202.0
2011,CHRYSLER,Unknown,657.0
2011,CITROEN,Unknown,1582.0
2011,DAEWOO,Unknown,47.0
2011,DAIHATSU,Unknown,2484.0
2011,DAIMLER,Unknown,20.0
2011,DATSUN,Unknown,10.0
2011,DODGE,Unknown,51.0
2011,DONGFENG,Unknown,103.0
2011,FERRARI,Unknown,449.0
2011,FIAT,Unknown,2354.0
2011,FORD,Unknown,3716.0
2011,FOTON,Unknown,5.0
2011,GEELY,Unknown,757.0
2011,GOLDEN DRAGON,Unknown,6.0
2011,HAFEI,Unknown,330.0
2011,HOLDEN,Unknown,7.0
2011,HONDA,Unknown,89969.0
2011,HUMMER,Unknown,23.0
2011,HYUNDAI,Unknown,44177.0
2011,INFINITI,Unknown,7.0
2011,ISUZU,Unknown,9.0
2011,JAGUAR,Unknown,2355.0
2011,JEEP,Unknown,146.0
2011,KIA,Unknown,22987.0
2011,LAMBORGHINI,Unknown,291.0
2011,LANCIA,Unknown,5.0
2011,LAND ROVER,Unknown,615.0
2011,LOTUS,Unknown,126.0
2011,M.G.,Unknown,120.0
2011,MASERATI,Unknown,469.0
2011,MAYBACH,Unknown,5.0
2011,MAZDA,Unknown,21990.0
2011,MERCEDES BENZ,Unknown,33057.0
2011,MG-F,Unknown,8.0
2011,MINI,Unknown,2010.0
2011,MINI MAYFAIR,Unknown,5.0
2011,MITSUBISHI,Unknown,35558.0
2011,MITSUOKA,Unknown,39.0
2011,MORGAN,Unknown,8.0
2011,MORRIS,Unknown,96.0
2011,NAZA,Unknown,31.0
2011,NISSAN,Unknown,56380.0
2011,OPEL,Unknown,1768.0
2011,OTHERS 2,Unknown,72.0
2011,PANTHER,Unknown,7.0
2011,PERODUA,Unknown,2529.0
2011,PEUGEOT,Unknown,3117.0
2011,PORSCHE,Unknown,2784.0
2011,PROTON,Unknown,4281.0
2011,RENAULT,Unknown,2702.0
2011,ROLLS ROYCE,Unknown,205.0
2011,ROVER,Unknown,34.0
2011,SAAB,Unknown,1213.0
2011,SEAT,Unknown,5.0
2011,SKODA,Unknown,478.0
2011,SSANGYONG,Unknown,369.0
2011,SUBARU,Unknown,13882.0
2011,SUNBEAM,Unknown,6.0
2011,SUZUKI,Unknown,14778.0
2011,TD CARS,Unknown,7.0
2011,TOYOTA,Unknown,159749.0
2011,TRIUMPH,Unknown,31.0
2011,VOLKSWAGEN,Unknown,13223.0
2011,VOLVO,Unknown,7148.0
2011,WULING,Unknown,59.0
2011,ZOTYE,Unknown,51.0
2012,ALFA ROMEO,Unknown,923.0
2012,ASTON MARTIN,Unknown,179.0
2012,AUDI,Unknown,11227.0
2012,AUSTIN,Unknown,147.0
2012,B.M.W.,Unknown,34817.0
2012,BENTLEY,Unknown,412.0
2012,CHANA,Unknown,66.0
2012,CHERY,Unknown,1724.0
2012,CHEVROLET,Unknown,11516.0
2012,CHRYSLER,Unknown,631.0
2012,CITROEN,Unknown,1914.0
2012,DAEWOO,Unknown,31.0
2012,DAIHATSU,Unknown,2475.0
2012,DAIMLER,Unknown,20.0
2012,DATSUN,Unknown,10.0
2012,DODGE,Unknown,50.0
2012,DONGFENG,Unknown,101.0
2012,FERRARI,Unknown,523.0
2012,FIAT,Unknown,2339.0
2012,FORD,Unknown,3831.0
2012,FOTON,Unknown,14.0
2012,GEELY,Unknown,742.0
2012,GOLDEN DRAGON,Unknown,6.0
2012,HAFEI,Unknown,323.0
2012,HOLDEN,Unknown,6.0
2012,HONDA,Unknown,89193.0
2012,HUMMER,Unknown,23.0
2012,HYUNDAI,Unknown,43953.0
2012,INFINITI,Unknown,79.0
2012,ISUZU,Unknown,9.0
2012,JAGUAR,Unknown,2629.0
2012,JEEP,Unknown,168.0
2012,KIA,Unknown,23247.0
2012,LAMBORGHINI,Unknown,329.0
2012,LANCIA,Unknown,6.0
2012,LAND ROVER,Unknown,975.0
2012,LOTUS,Unknown,130.0
2012,M.G.,Unknown,119.0
2012,MASERATI,Unknown,541.0
2012,MAYBACH,Unknown,5.0
2012,MAZDA,Unknown,21715.0
2012,MCLAREN,Unknown,33.0
2012,MERCEDES BENZ,Unknown,36131.0
2012,MG-F,Unknown,8.0
2012,MINI,Unknown,2272.0
2012,MINI MAYFAIR,Unknown,5.0
2012,MITSUBISHI,Unknown,34957.0
2012,MITSUOKA,Unknown,39.0
2012,MORGAN,Unknown,10.0
2012,MORRIS,Unknown,95.0
2012,NAZA,Unknown,31.0
2012,NISSAN,Unknown,55651.0
2012,OPEL,Unknown,1774.0
2012,OTHERS 2,Unknown,76.0
2012,PANTHER,Unknown,7.0
2012,PERODUA,Unknown,2513.0
2012,PEUGEOT,Unknown,3576.0
2012,PORSCHE,Unknown,3243.0
2012,PROTON,Unknown,4219.0
2012,RENAULT,Unknown,2692.0
2012,ROLLS ROYCE,Unknown,245.0
2012,ROVER,Unknown,26.0
2012,SAAB,Unknown,1137.0
2012,SKODA,Unknown,525.0
2012,SSANGYONG,Unknown,375.0
2012,SUBARU,Unknown,13771.0
2012,SUNBEAM,Unknown,6.0
2012,SUZUKI,Unknown,14754.0
2012,TD CARS,Unknown,7.0
2012,TOYOTA,Unknown,159889.0
2012,TRIUMPH,Unknown,31.0
2012,VOLKSWAGEN,Unknown,16698.0
2012,VOLVO,Unknown,7959.0
2012,WULING,Unknown,58.0
2012,ZOTYE,Unknown,50.0
2013,ALFA ROMEO,Unknown,880.0
2013,ASTON MARTIN,Unknown,196.0
2013,AUDI,Unknown,12882.0
2013,AUSTIN,Unknown,147.0
2013,B.M.W.,Unknown,37691.0
2013,BENTLEY,Unknown,524.0
2013,CHANA,Unknown,65.0
2013,CHERY,Unknown,1660.0
2013,CHEVROLET,Unknown,11581.0
2013,CHRYSLER,Unknown,588.0
2013,CITROEN,Unknown,2064.0
2013,DAIHATSU,Unknown,2441.0
2013,DAIMLER,Unknown,20.0
2013,DATSUN,Unknown,10.0
2013,DODGE,Unknown,50.0
2013,DONGFENG,Unknown,100.0
2013,FERRARI,Unknown,582.0
2013,FIAT,Unknown,2302.0
2013,FORD,Unknown,3802.0
2013,FOTON,Unknown,14.0
2013,GEELY,Unknown,723.0
2013,GOLDEN DRAGON,Unknown,6.0
2013,HAFEI,Unknown,317.0
2013,HOLDEN,Unknown,5.0
2013,HONDA,Unknown,87747.0
2013,HUMMER,Unknown,23.0
2013,HYUNDAI,Unknown,42643.0
2013,INFINITI,Unknown,112.0
2013,ISUZU,Unknown,7.0
2013,JAGUAR,Unknown,2977.0
2013,JEEP,Unknown,180.0
2013,KIA,Unknown,23080.0
2013,LAMBORGHINI,Unknown,334.0
2013,LANCIA,Unknown,6.0
2013,LAND ROVER,Unknown,1330.0
2013,LOTUS,Unknown,129.0
2013,M.G.,Unknown,119.0
2013,MASERATI,Unknown,584.0
2013,MAZDA,Unknown,21542.0
2013,MCLAREN,Unknown,58.0
2013,MERCEDES BENZ,Unknown,38554.0
2013,MG-F,Unknown,7.0
2013,MINI,Unknown,2400.0
2013,MINI MAYFAIR,Unknown,5.0
2013,MITSUBISHI,Unknown,34117.0
2013,MITSUOKA,Unknown,39.0
2013,MORGAN,Unknown,10.0
2013,MORRIS,Unknown,95.0
2013,NAZA,Unknown,31.0
2013,NISSAN,Unknown,54360.0
2013,OPEL,Unknown,1791.0
2013,OTHERS 2,Unknown,82.0
2013,PANTHER,Unknown,7.0
2013,PERODUA,Unknown,2484.0
2013,PEUGEOT,Unknown,3769.0
2013,PORSCHE,Unknown,3539.0
2013,PROTON,Unknown,4070.0
2013,RENAULT,Unknown,2656.0
2013,ROLLS ROYCE,Unknown,299.0
2013,ROVER,Unknown,22.0
2013,SAAB,Unknown,1053.0
2013,SKODA,Unknown,519.0
2013,SSANGYONG,Unknown,376.0
2013,SUBARU,Unknown,13609.0
2013,SUNBEAM,Unknown,6.0
2013,SUZUKI,Unknown,14566.0
2013,TD CARS,Unknown,7.0
2013,TOYOTA,Unknown,157589.0
2013,TRIUMPH,Unknown,32.0
2013,VOLKSWAGEN,Unknown,19466.0
2013,VOLVO,Unknown,8499.0
2013,WULING,Unknown,58.0
2013,ZOTYE,Unknown,50.0
2014,ALFA ROMEO,Unknown,853.0
2014,ALPINA,Unknown,10.0
2014,ASTON MARTIN,Unknown,195.0
2014,AUDI,Unknown,14204.0
2014,AUSTIN,Unknown,148.0
2014,B.M.W.,Unknown,39518.0
2014,BENTLEY,Unknown,578.0
2014,CHANA,Unknown,65.0
2014,CHERY,Unknown,1615.0
2014,CHEVROLET,Unknown,11337.0
2014,CHRYSLER,Unknown,556.0
2014,CITROEN,Unknown,2314.0
2014,DAIHATSU,Unknown,2402.0
2014,DAIMLER,Unknown,20.0
2014,DATSUN,Unknown,8.0
2014,DODGE,Unknown,50.0
2014,DONGFENG,Unknown,97.0
2014,FERRARI,Unknown,599.0
2014,FIAT,Unknown,2253.0
2014,FORD,Unknown,3719.0
2014,FOTON,Unknown,14.0
2014,GEELY,Unknown,698.0
2014,GOLDEN DRAGON,Unknown,6.0
2014,HAFEI,Unknown,308.0
2014,HOLDEN,Unknown,6.0
2014,HONDA,Unknown,85636.0
2014,HUMMER,Unknown,23.0
2014,HYUNDAI,Unknown,39626.0
2014,INFINITI,Unknown,202.0
2014,JAGUAR,Unknown,3095.0
2014,JEEP,Unknown,195.0
2014,KIA,Unknown,22749.0
2014,LAMBORGHINI,Unknown,315.0
2014,LANCIA,Unknown,6.0
2014,LAND ROVER,Unknown,1610.0
2014,LOTUS,Unknown,127.0
2014,M.G.,Unknown,119.0
2014,MASERATI,Unknown,609.0
2014,MAZDA,Unknown,21949.0
2014,MCLAREN,Unknown,68.0
2014,MERCEDES BENZ,Unknown,41525.0
2014,MG-F,Unknown,6.0
2014,MINI,Unknown,2502.0
2014,MINI MAYFAIR,Unknown,5.0
2014,MITSUBISHI,Unknown,32440.0
2014,MITSUOKA,Unknown,41.0
2014,MORGAN,Unknown,12.0
2014,MORRIS,Unknown,93.0
2014,NAZA,Unknown,31.0
2014,NISSAN,Unknown,52273.0
2014,OPEL,Unknown,1736.0
2014,OTHERS 2,Unknown,70.0
2014,PANTHER,Unknown,7.0
2014,PERODUA,Unknown,2387.0
2014,PEUGEOT,Unknown,3824.0
2014,PORSCHE,Unknown,3857.0
2014,PROTON,Unknown,3733.0
2014,RENAULT,Unknown,2564.0
2014,ROLLS ROYCE,Unknown,315.0
2014,ROVER,Unknown,19.0
2014,SAAB,Unknown,897.0
2014,SINGER,Unknown,5.0
2014,SKODA,Unknown,499.0
2014,SSANGYONG,Unknown,377.0
2014,SUBARU,Unknown,13670.0
2014,SUNBEAM,Unknown,6.0
2014,SUZUKI,Unknown,14214.0
2014,TD CARS,Unknown,7.0
2014,TOYOTA,Unknown,153163.0
2014,TRIUMPH,Unknown,34.0
2014,VOLKSWAGEN,Unknown,21801.0
2014,VOLVO,Unknown,8901.0
2014,WULING,Unknown,57.0
2014,ZOTYE,Unknown,50.0
2015,ALFA ROMEO,Unknown,805.0
2015,ALPINA,Unknown,19.0
2015,ASTON MARTIN,Unknown,192.0
2015,AUDI,Unknown,15874.0
2015,AUSTIN,Unknown,149.0
2015,B.M.W.,Unknown,40521.0
2015,BENTLEY,Unknown,625.0
2015,CHANA,Unknown,64.0
2015,CHERY,Unknown,1553.0
2015,CHEVROLET,Unknown,10391.0
2015,CHRYSLER,Unknown,477.0
2015,CITROEN,Unknown,2962.0
2015,DAIHATSU,Unknown,2268.0
2015,DAIMLER,Unknown,21.0
2015,DATSUN,Unknown,7.0
2015,DODGE,Unknown,50.0
2015,DONGFENG,Unknown,96.0
2015,FERRARI,Unknown,621.0
2015,FIAT,Unknown,2074.0
2015,FORD,Unknown,3348.0
2015,FOTON,Unknown,10.0
2015,GEELY,Unknown,668.0
2015,GOLDEN DRAGON,Unknown,6.0
2015,HAFEI,Unknown,301.0
2015,HONDA,Unknown,85669.0
2015,HUMMER,Unknown,23.0
2015,HYUNDAI,Unknown,33859.0
2015,INFINITI,Unknown,424.0
2015,JAGUAR,Unknown,3285.0
2015,JEEP,Unknown,218.0
